	Valence	Arousal	Dominance	Avg_VAD	Joy	Anger	Sadness	Fear	Disgust	Avg_BE5
English	0.966045897276657	0.7228004197611627	0.8329692794769142	0.8406051988382446	0.9583814951545996	0.8701273214316521	0.8635230237731975	0.8636891130086612	0.7903177243959301	0.8692077355528081
Spanish	0.9701886091108302	0.736256146969976	0.8546807551990178	0.8537085037599412	0.9574995981410573	0.846708896696045	0.8277001746762487	0.8695828918816654	0.7435581574154588	0.8490099437620952
Polish	0.9441859238601559	0.7607736550477309	0.7398789129053306	0.8149461639377392	0.9317222811358906	0.8447716438132098	0.8034737151553418	0.7839127098794559	0.8143337323714194	0.8356428164710635
German	0.9498347685676775	0.7615472956234953	0.6371707505901116	0.7828509382604281	0.9229606213732948	0.7934111811610666	0.6800894936415991	0.8508950400796585	0.602043697651423	0.7698800067814086

