	Valence	Arousal	Dominance	Average
1	0.9616	0.6963	0.8489	0.8356
2	0.9687	0.7246	0.8349	0.8427
3	0.9674	0.6655	0.8262	0.8197
4	0.9748	0.7292	0.8831	0.8624
5	0.9668	0.789	0.8727	0.8762
6	0.97	0.8014	0.8617	0.8777
7	0.9739	0.7298	0.8757	0.8598
8	0.954	0.7261	0.8533	0.8444
9	0.9589	0.7901	0.882	0.877
10	0.9615	0.7528	0.8754	0.8632
SD	0.0067	0.0434	0.02	0.0233
Average	0.9658	0.7405	0.8614	0.8559

