	Valence	Arousal	Dominance	Average
1	0.9559	0.6691	0.8402	0.8217
2	0.9688	0.7131	0.8214	0.8344
3	0.9667	0.6305	0.834	0.8104
4	0.9699	0.7049	0.8718	0.8488
5	0.9613	0.7768	0.8562	0.8648
6	0.9677	0.765	0.8568	0.8632
7	0.9644	0.723	0.8614	0.8496
8	0.9469	0.6899	0.8361	0.8243
9	0.9533	0.7463	0.8839	0.8612
10	0.9525	0.765	0.867	0.8615
SD	0.0081	0.0468	0.0195	0.0248
Average	0.9607	0.7184	0.8529	0.844

