	Valence	Arousal	Dominance	Average
1	0.961	0.6255	0.8504	0.8123
2	0.968	0.7106	0.8318	0.8368
3	0.967	0.6584	0.8241	0.8165
4	0.9733	0.6381	0.8824	0.8312
5	0.9649	0.7027	0.8694	0.8457
6	0.9682	0.6692	0.8668	0.8347
7	0.9752	0.6406	0.8737	0.8298
8	0.953	0.6704	0.8528	0.8254
9	0.9587	0.7278	0.8814	0.856
10	0.9619	0.7776	0.8748	0.8714
SD	0.0067	0.0473	0.0203	0.0248
Average	0.9651	0.6821	0.8608	0.836

