	Valence	Arousal	Dominance	Average
1	-0.0032	-0.1296	-0.0241	-0.0523
2	-0.0031	-0.1576	-0.0575	-0.0727
3	-0.0045	-0.1744	-0.0781	-0.0857
4	-0.0013	-0.0864	-0.0332	-0.0403
5	-0.0011	-0.1061	-0.0638	-0.0571
6	-0.0018	-0.0847	-0.027	-0.0378
7	-0.0013	-0.0358	-0.029	-0.022
8	0.0003	-0.1325	-0.0204	-0.0508
9	-0.0005	-0.1333	-0.0686	-0.0674
10	-0.0051	-0.2187	-0.0671	-0.0969
SD	0.0	0.0317	0.0116	0.0145
Average	-0.0022	-0.1259	-0.0469	-0.0583

