	Valence	Arousal	Dominance	Average
1	-0.0057	-0.0272	-0.0087	-0.0139
2	0.0001	-0.0115	-0.0135	-0.0083
3	-0.0007	-0.035	0.0078	-0.0093
4	-0.0049	-0.0243	-0.0113	-0.0136
5	-0.0055	-0.0122	-0.0165	-0.0114
6	-0.0023	-0.0364	-0.0049	-0.0145
7	-0.0095	-0.0068	-0.0143	-0.0102
8	-0.0071	-0.0362	-0.0172	-0.0201
9	-0.0056	-0.0438	0.0019	-0.0158
10	-0.009	0.0122	-0.0084	-0.0017
SD	0.0014	0.0034	-0.0005	0.0015
Average	-0.0051	-0.0221	-0.0085	-0.0119

