	Valence	Arousal	Dominance	Average
1	-0.0118	0.0074	-0.0138	-0.0061
2	-0.0058	-0.0379	-0.0402	-0.0279
3	-0.012	-0.042	-0.0543	-0.0361
4	-0.0088	-0.0253	-0.0357	-0.0232
5	-0.002	-0.0366	-0.023	-0.0205
6	-0.0047	-0.0467	-0.0488	-0.0334
7	-0.0168	-0.0161	-0.0566	-0.0299
8	-0.0081	-0.038	-0.0275	-0.0245
9	-0.0105	0.016	-0.0398	-0.0114
10	-0.0191	-0.0139	-0.0606	-0.0312
SD	0.0007	0.009	0.0038	0.0045
Average	-0.01	-0.0233	-0.04	-0.0244

