	Valence	Arousal	Dominance	Average
1	0.9622	0.768	0.8056	0.8453
2	0.9699	0.7308	0.7984	0.833
3	0.973	0.776	0.8568	0.8686
4	0.9746	0.7658	0.8805	0.8736
5	0.9616	0.7181	0.8736	0.8511
6	0.9613	0.6445	0.8093	0.805
7	0.9677	0.7697	0.8253	0.8543
8	0.95	0.6751	0.8305	0.8185
9	0.9738	0.6882	0.8418	0.8346
10	0.9648	0.7536	0.8413	0.8532
SD	0.0076	0.0462	0.0281	0.0273
Average	0.9659	0.729	0.8363	0.8437

