	Valence	Arousal	Dominance	Average
1	0.9571	0.7682	0.8055	0.8436
2	0.9643	0.7316	0.7986	0.8315
3	0.9691	0.776	0.8578	0.8676
4	0.9708	0.7657	0.8804	0.8723
5	0.9528	0.7195	0.8735	0.8486
6	0.9579	0.6467	0.8093	0.8046
7	0.9643	0.7698	0.8253	0.8532
8	0.9392	0.6762	0.8305	0.8153
9	0.9736	0.6897	0.8417	0.835
10	0.9607	0.7552	0.8412	0.8523
SD	0.0101	0.0455	0.0281	0.0279
Average	0.961	0.7298	0.8364	0.8424

