	Valence	Arousal	Dominance	Average
1	0.9613	0.7109	0.7959	0.8227
2	0.9686	0.6397	0.7826	0.7969
3	0.9726	0.6881	0.8462	0.8356
4	0.9738	0.6778	0.8728	0.8415
5	0.9613	0.6767	0.8677	0.8353
6	0.9613	0.6161	0.7936	0.7903
7	0.9666	0.7188	0.8264	0.8372
8	0.9519	0.6277	0.8257	0.8018
9	0.9736	0.6399	0.8273	0.8136
10	0.9653	0.7247	0.8295	0.8398
SD	0.0069	0.0394	0.0302	0.0255
Average	0.9656	0.672	0.8268	0.8215

