	Valence	Arousal	Dominance	Average
1	0.962	0.6528	0.8028	0.8059
2	0.97	0.6391	0.7967	0.8019
3	0.9731	0.577	0.8554	0.8018
4	0.9745	0.7157	0.8807	0.857
5	0.962	0.5905	0.8714	0.808
6	0.9619	0.3605	0.8073	0.7099
7	0.9676	0.6274	0.8344	0.8098
8	0.9508	0.3801	0.8291	0.72
9	0.9738	0.6298	0.8424	0.8153
10	0.9647	0.7231	0.8414	0.8431
SD	0.0073	0.1246	0.0283	0.0534
Average	0.966	0.5896	0.8362	0.7973

