	Joy	Anger	Sadness	Fear	Disgust
0	christmas	killer	chemo	insanity	felony
1	happiness	gang	worthless	motherfucker	enraged
2	magical	revenge	gonorrhea	terrorism	traitorous
3	fun	die	nausea	attacker	dishonesty
4	enjoyment	massacre	virus	bullshit	chauvinist
5	bonus	attacker	amputation	murderous	mistrust
6	oasis	sue	unhappiness	dangerous	gory
7	fantastic	hijacker	unsanitary	tragedy	hostile
8	happy	nigger	molester	arrest	racist
9	sunshine	penniless	lynching	rape	cellulite
