	Valence	Arousal	Dominance
en2es	2.70772293476e-12	0.0310967205789	0.0645413289725
en2pl			
en2de			
es2en	1.19211912564e-08	0.372652551901	
es2pl			
es2de	0.178815809208		
pl2en	1.33322073492e-07		
pl2es	1.47180923182e-06		
pl2de			
de2en	0.0939684719957		
de2es	5.5721422479e-05		1.80501200897e-06
de2pl			
