	Valence	Arousal	Dominance	Average
1	0.967	0.6361	0.7988	0.8006
2	0.9766	0.704	0.8779	0.8528
3	0.9715	0.6631	0.8741	0.8362
4	0.961	0.7001	0.8453	0.8355
5	0.9729	0.7201	0.818	0.837
6	0.9789	0.6982	0.8648	0.8473
7	0.9549	0.6934	0.8761	0.8415
8	0.9659	0.7504	0.8778	0.8647
9	0.973	0.6875	0.8509	0.8371
10	0.9648	0.5996	0.8517	0.8054
SD	0.0073	0.0428	0.027	0.0257
Average	0.9686	0.6852	0.8535	0.8358
