	Valence	Arousal	Dominance	Average
1	-0.0022	-0.0452	-0.0036	-0.017
2	0.0029	-0.0286	0.0039	-0.0073
3	-0.0017	-0.0827	0.0099	-0.0248
4	-0.0018	-0.01	-0.0036	-0.0051
5	-0.0012	-0.0172	-0.0001	-0.0061
6	-0.0017	-0.0617	0.0063	-0.019
7	-0.0035	-0.0744	0.0032	-0.0249
8	-0.0047	-0.0481	-0.0013	-0.018
9	0.0002	-0.0566	0.007	-0.0165
10	0.0018	-0.088	-0.006	-0.0307
SD	0.0007	0.0068	0.0021	0.0032
Average	-0.0012	-0.0513	0.0015	-0.017
