	Valence	Arousal	Dominance	Average
1	0.9661	0.5949	0.7846	0.7818
2	0.9765	0.6562	0.8591	0.8306
3	0.9728	0.6098	0.8552	0.8126
4	0.9588	0.6523	0.7814	0.7975
5	0.9753	0.6298	0.7693	0.7915
6	0.9789	0.6879	0.8176	0.8281
7	0.9645	0.6485	0.8138	0.8089
8	0.969	0.7213	0.8507	0.847
9	0.9755	0.71	0.8165	0.834
10	0.9617	0.59	0.817	0.7895
SD	0.0069	0.0457	0.0316	0.0281
Average	0.9699	0.6501	0.8165	0.8122
