	Valence	Arousal	Dominance	Average
1	-0.0894	0.0007	-0.0023	-0.0304
2	-0.1768	0.0078	-0.0353	-0.0681
3	-0.0781	-0.0025	-0.0341	-0.0382
4	-0.0854	0.0059	-0.0753	-0.0516
5	-0.106	-0.0107	-0.018	-0.0449
6	-0.1105	-0.0026	0.0328	-0.0268
7	-0.1674	0.0026	-0.0546	-0.0731
8	-0.1105	-0.0096	0.0378	-0.0274
9	-0.1532	-0.0052	-0.0489	-0.0691
10	-0.2063	0.0265	-0.0011	-0.0602
SD	0.0369	0.0004	0.0089	0.0154
Average	-0.1284	0.0013	-0.0199	-0.049
