	Valence	Arousal	Dominance	Average
1	0.9477	0.7684	0.8232	0.8464
2	0.915	0.6622	0.5754	0.7176
3	0.9674	0.7856	0.7066	0.8199
4	0.9439	0.6785	0.6597	0.7607
5	0.904	0.7529	0.4873	0.7147
6	0.9629	0.7815	0.6461	0.7968
7	0.9299	0.6669	0.5834	0.7267
8	0.9443	0.6592	0.647	0.7502
9	0.9233	0.6343	0.6396	0.7324
10	0.9417	0.7086	0.545	0.7318
SD	0.0201	0.0573	0.0928	0.0567
Average	0.938	0.7098	0.6313	0.7597
