	Valence	Arousal	Dominance	Average
1	0.9544	0.7446	0.7676	0.8222
2	0.9197	0.6777	0.5054	0.7009
3	0.9553	0.6648	0.6314	0.7505
4	0.9429	0.7309	0.6361	0.77
5	0.9141	0.6569	0.4788	0.6833
6	0.9381	0.6417	0.5294	0.7031
7	0.9253	0.5627	0.5131	0.667
8	0.9468	0.5729	0.4968	0.6722
9	0.9283	0.6307	0.6659	0.7416
10	0.9517	0.6593	0.4399	0.6837
SD	0.015	0.0582	0.1032	0.0588
Average	0.9377	0.6542	0.5664	0.7194
