	Valence	Arousal	Dominance	Average
1	0.9527	0.7672	0.8178	0.8459
2	0.9199	0.726	0.5824	0.7427
3	0.9659	0.7791	0.7279	0.8243
4	0.9581	0.7914	0.6508	0.8001
5	0.9145	0.8088	0.4883	0.7372
6	0.9572	0.7922	0.6463	0.7986
7	0.9255	0.6578	0.6258	0.7364
8	0.954	0.6965	0.6103	0.7536
9	0.9351	0.6729	0.634	0.7473
10	0.9523	0.7171	0.55	0.7398
SD	0.0182	0.054	0.0911	0.0544
Average	0.9435	0.7409	0.6334	0.7726
