	Valence	Arousal	Dominance	Average
1	-0.0067	-0.0067	0.0046	-0.003
2	-0.0077	-0.0885	-0.0112	-0.0357
3	0.0013	-0.0091	-0.0134	-0.007
4	-0.0126	-0.1043	0.0092	-0.0359
5	-0.0119	-0.0672	-0.0089	-0.0294
6	0.0054	-0.025	-0.0192	-0.013
7	0.0032	-0.008	-0.0381	-0.0143
8	-0.0106	-0.0419	0.0266	-0.0086
9	-0.008	-0.0498	-0.0059	-0.0212
10	-0.0111	-0.0368	-0.0172	-0.0216
SD	0.0024	0.0056	0.005	0.0043
Average	-0.0059	-0.0437	-0.0074	-0.019
