	Joy	Anger	Sadness	Fear	Disgust
kompromitacja	     1.188	     2.780	     3.220	     3.308	     2.764
komputer	     3.209	     1.402	     1.542	     1.601	     1.288
koncentrat	     2.241	     1.305	     1.300	     1.426	     1.261
koncentrować	     2.639	     1.361	     1.345	     1.635	     1.271
konfetti	     3.256	     1.377	     1.435	     1.680	     1.295
konfident	     1.228	     2.695	     2.956	     3.011	     2.593
konflikt	     1.307	     2.962	     2.350	     2.800	     2.498
konformista	     1.532	     2.037	     2.174	     2.282	     1.993
koniczyna	     3.183	     1.260	     1.374	     1.394	     1.269
koniec	     1.585	     1.868	     1.863	     2.049	     1.934
konik polny	     2.258	     1.419	     1.397	     1.531	     1.374
konkurencyjny	     2.363	     1.690	     1.487	     2.098	     1.431
konsekwencja	     1.800	     1.806	     1.621	     1.965	     1.610
konserwatorium	     1.783	     1.726	     1.663	     1.772	     1.578
konserwatywny	     1.593	     1.897	     1.882	     2.128	     1.841
konstatować	     2.090	     1.397	     1.349	     1.516	     1.348
konstruktywny	     3.072	     1.517	     1.429	     1.903	     1.316
konsul	     2.387	     1.438	     1.371	     1.699	     1.302
kontakt	     2.370	     1.520	     1.500	     1.710	     1.315
kontekst	     1.905	     1.673	     1.487	     1.743	     1.554
kontrola	     1.677	     2.104	     1.780	     2.251	     1.746
kontrolowania	     1.658	     2.116	     1.844	     2.372	     1.792
kontrolowanie	     1.807	     2.181	     1.783	     2.430	     1.823
kontynuować	     2.709	     1.383	     1.424	     1.573	     1.248
konwencjonalny	     1.962	     1.726	     1.555	     1.855	     1.605
koń	     2.778	     1.511	     1.496	     1.652	     1.362
kopać	     1.708	     2.066	     1.905	     2.575	     1.951
kopalnia	     2.087	     1.677	     1.571	     1.991	     1.582
koper	     2.507	     1.329	     1.382	     1.463	     1.287
kopia	     1.834	     1.418	     1.430	     1.518	     1.546
kopiować	     1.846	     1.736	     1.839	     1.941	     1.898
kopnąć	     1.552	     2.355	     2.044	     2.668	     2.134
kopnięcie	     1.562	     2.496	     2.123	     2.480	     2.107
kopuła	     2.039	     1.567	     1.459	     1.687	     1.500
kopyto	     1.879	     1.594	     1.490	     1.677	     1.583
kora	     2.145	     1.366	     1.341	     1.404	     1.274
koralik	     2.540	     1.300	     1.302	     1.312	     1.302
Koran	     1.592	     2.004	     1.826	     2.006	     1.841
korek	     1.643	     1.752	     1.823	     2.012	     1.717
korona	     3.205	     1.468	     1.487	     1.747	     1.266
koronka	     2.710	     1.481	     1.546	     1.555	     1.405
korygować	     2.294	     1.712	     1.447	     1.945	     1.393
korytarz	     1.784	     1.554	     1.510	     1.706	     1.461
koryto	     1.596	     1.769	     1.889	     2.047	     1.833
korzeń	     2.252	     1.351	     1.299	     1.504	     1.284
korzystać	     3.051	     1.539	     1.435	     1.829	     1.280
korzystny	     3.606	     1.368	     1.358	     1.691	     1.164
korzyść	     3.655	     1.391	     1.379	     1.526	     1.215
kos	     2.312	     1.301	     1.272	     1.463	     1.240
kosa	     1.549	     2.194	     1.955	     2.451	     1.944
kostium	     2.517	     1.360	     1.344	     1.542	     1.278
kostka	     1.881	     1.368	     1.354	     1.360	     1.424
kostnica	     1.141	     2.628	     3.158	     3.193	     2.963
kostnina	     1.524	     2.009	     1.957	     1.987	     2.131
kosz	     1.755	     1.644	     1.730	     1.837	     1.822
kosz na śmieci	     1.801	     1.994	     1.963	     2.406	     1.798
koszary	     1.171	     2.838	     3.101	     3.240	     2.879
koszmar	     1.526	     1.995	     2.141	     2.185	     1.958
kosztować	     1.908	     1.786	     1.866	     2.090	     1.765
kosztowny	     1.584	     2.341	     1.949	     2.527	     2.105
koszty	     1.578	     2.214	     2.012	     2.127	     2.084
koszula	     2.639	     1.370	     1.417	     1.485	     1.275
koszyk	     2.093	     1.295	     1.256	     1.312	     1.389
koszykówka	     2.673	     1.526	     1.475	     1.828	     1.296
kościół	     1.918	     1.584	     1.511	     1.660	     1.541
kość	     1.831	     1.675	     1.611	     1.771	     1.615
kość ogonowa	     1.670	     1.757	     1.868	     1.941	     1.839
kość słoniowa	     2.011	     1.423	     1.399	     1.559	     1.357
kot	     2.767	     1.311	     1.340	     1.545	     1.234
kotwica	     2.429	     1.404	     1.374	     1.540	     1.300
kowal	     2.445	     1.491	     1.418	     1.731	     1.290
koza	     2.304	     1.438	     1.444	     1.578	     1.419
kozioł ofiarny	     1.205	     2.449	     2.909	     2.746	     2.431
kpiny	     1.234	     2.472	     2.652	     2.519	     2.139
krab	     2.014	     1.537	     1.462	     1.674	     1.615
kradzież	     1.121	     3.310	     3.010	     3.267	     3.057
kraj	     2.885	     1.283	     1.349	     1.458	     1.215
kran	     2.035	     1.354	     1.348	     1.413	     1.269
krata	     1.548	     1.869	     1.849	     2.106	     1.954
krater	     2.147	     1.718	     1.683	     1.946	     1.569
krawat	     2.555	     1.355	     1.361	     1.531	     1.298
krawędź	     1.706	     1.827	     1.965	     2.155	     1.944
krąg	     1.946	     1.395	     1.416	     1.477	     1.359
kreda	     1.976	     1.354	     1.289	     1.335	     1.425
krem	     2.658	     1.237	     1.291	     1.247	     1.233
kreskówka	     3.584	     1.356	     1.437	     1.497	     1.293
kret	     1.723	     1.549	     1.711	     1.750	     1.663
krew	     1.556	     2.450	     2.111	     2.524	     2.095
krewetka	     2.334	     1.649	     1.589	     1.853	     1.530
krewki	     2.149	     1.808	     1.480	     2.030	     1.503
kręcić	     1.791	     1.750	     1.727	     2.030	     1.782
kręcić się	     2.053	     1.751	     1.875	     2.115	     1.748
kręg	     1.835	     1.372	     1.359	     1.503	     1.476
krnąbrność	     1.503	     2.550	     2.155	     2.540	     2.256
krnąbrny	     1.325	     2.832	     2.344	     2.542	     2.448
kroczyć	     2.363	     1.509	     1.456	     1.595	     1.356
krogulec	     1.754	     1.744	     1.850	     2.023	     1.756
krok	     2.565	     1.273	     1.328	     1.562	     1.210
krokus	     2.957	     1.280	     1.380	     1.431	     1.279
kromka	     2.534	     1.294	     1.306	     1.272	     1.293
kropka	     2.119	     1.370	     1.355	     1.442	     1.278
kroplówka	     1.445	     2.402	     2.032	     2.244	     2.401
krowa	     1.905	     1.420	     1.402	     1.440	     1.427
król	     2.932	     1.599	     1.451	     2.051	     1.379
królik	     2.504	     1.308	     1.307	     1.311	     1.296
królowa	     3.134	     1.523	     1.489	     1.844	     1.287
królować	     3.030	     1.636	     1.494	     1.930	     1.382
krótki	     1.893	     1.647	     1.727	     1.854	     1.817
kruchy	     1.415	     2.182	     2.473	     2.401	     1.961
krucjata	     1.461	     2.642	     2.291	     2.726	     2.287
krucyfiks	     1.825	     1.956	     1.835	     2.250	     1.838
kruk	     1.954	     1.493	     1.418	     1.605	     1.415
krwawić	     1.153	     3.209	     3.053	     3.149	     2.776
krwawy	     1.259	     3.047	     2.629	     3.057	     2.414
krwisty	     1.578	     2.284	     2.166	     2.838	     2.168
krykiet	     1.792	     1.449	     1.419	     1.571	     1.379
kryminał	     1.842	     1.976	     1.857	     2.575	     1.851
kryształ	     3.450	     1.437	     1.451	     1.552	     1.265
krytyczny	     1.365	     2.708	     2.363	     2.853	     2.531
krytyczny (stan)	     1.155	     2.755	     3.421	     3.612	     2.755
kryzys	     1.207	     2.514	     3.018	     2.943	     2.300
krzak	     2.003	     1.365	     1.276	     1.341	     1.448
krzepki	     2.980	     1.535	     1.465	     1.989	     1.296
krzepnąć	     1.991	     1.739	     1.792	     2.077	     1.650
krzesło	     2.078	     1.312	     1.274	     1.300	     1.406
krzew	     2.094	     1.427	     1.413	     1.507	     1.394
krzyczeć	     1.332	     2.937	     2.528	     3.254	     2.514
krzyk	     1.300	     2.993	     2.443	     2.733	     2.409
krzywa	     1.815	     1.782	     1.941	     2.006	     1.920
krzywdzenie	     1.118	     3.270	     3.050	     3.320	     3.009
krzywić się	     1.439	     2.676	     2.086	     2.143	     2.417
krzywy	     1.525	     2.013	     2.062	     2.187	     2.028
krzyż	     1.896	     1.822	     1.921	     2.223	     1.705
ksiądz	     1.649	     1.819	     1.628	     1.889	     1.736
książę	     2.973	     1.469	     1.446	     1.822	     1.284
książka	     3.920	     1.317	     1.426	     1.462	     1.131
księżyc	     3.416	     1.271	     1.528	     1.543	     1.196
kształtować	     2.834	     1.473	     1.425	     1.654	     1.302
kubek	     2.667	     1.261	     1.265	     1.276	     1.266
kuchenka	     2.425	     1.480	     1.490	     1.619	     1.431
kuchnia	     3.151	     1.311	     1.516	     1.451	     1.232
kucnąć	     1.849	     1.480	     1.404	     1.683	     1.613
kuksaniec	     1.742	     1.805	     2.010	     2.184	     1.755
kukułka	     2.511	     1.340	     1.369	     1.496	     1.365
kukurydza	     2.795	     1.217	     1.251	     1.296	     1.233
kula	     1.831	     1.488	     1.442	     1.640	     1.446
kulawy	     1.313	     2.288	     2.477	     2.366	     2.228
kule	     1.633	     1.767	     1.904	     1.923	     2.016
kumpel	     3.767	     1.425	     1.630	     1.586	     1.244
kuna	     1.903	     1.506	     1.458	     1.610	     1.479
kupić	     3.096	     1.459	     1.515	     1.697	     1.272
kupon	     2.789	     1.512	     1.502	     1.605	     1.301
kupować	     3.070	     1.456	     1.517	     1.679	     1.305
kura	     2.124	     1.408	     1.398	     1.463	     1.475
kurcz	     1.523	     2.348	     2.192	     2.321	     2.263
kurczak	     2.823	     1.345	     1.350	     1.319	     1.313
kurczyć się	     1.387	     2.346	     2.470	     2.558	     2.149
kurować	     1.989	     1.561	     1.519	     1.702	     1.465
kurs	     2.226	     1.519	     1.526	     1.681	     1.423
kurtka	     2.388	     1.320	     1.265	     1.394	     1.255
kurtyna	     2.383	     1.384	     1.416	     1.570	     1.286
kurwa	     1.230	     3.307	     3.114	     3.376	     2.931
kuśtykający	     1.304	     2.394	     2.560	     2.398	     2.229
kutas	     1.233	     3.019	     2.689	     3.027	     2.460
kuternoga	     1.562	     2.178	     2.149	     2.297	     2.205
kuzyn	     2.867	     1.265	     1.332	     1.417	     1.327
kwakać	     1.780	     1.759	     1.938	     2.093	     1.781
kwarta	     2.189	     1.291	     1.261	     1.342	     1.325
kwartał	     1.796	     1.402	     1.382	     1.525	     1.357
kwas	     1.559	     2.390	     2.061	     2.387	     2.042
kwaśny	     1.823	     1.781	     1.967	     2.066	     1.743
kwiat	     3.537	     1.241	     1.391	     1.462	     1.235
kwiaty	     3.628	     1.223	     1.377	     1.443	     1.166
kwilić	     1.375	     2.165	     2.295	     2.378	     2.258
kwitnąć	     3.633	     1.360	     1.448	     1.473	     1.243
labirynt	     2.121	     1.673	     1.767	     1.887	     1.612
laboratorium	     2.670	     1.363	     1.402	     1.516	     1.233
lada	     1.901	     1.319	     1.301	     1.328	     1.345
laik	     1.667	     1.798	     2.006	     2.083	     1.841
