	Valence	Arousal	Dominance	Average
1	0.9631	0.5426	0.809	0.7716
2	0.9567	0.5877	0.8422	0.7955
3	0.9744	0.578	0.8465	0.7996
4	0.9705	0.706	0.8231	0.8332
5	0.9646	0.5451	0.7831	0.7643
6	0.9582	0.6287	0.7549	0.7806
7	0.9699	0.5866	0.8242	0.7936
8	0.958	0.6648	0.8226	0.8151
9	0.9647	0.6675	0.8326	0.8216
10	0.9619	0.649	0.81	0.8069
SD	0.0059	0.0557	0.0278	0.0298
Average	0.9642	0.6156	0.8148	0.7982
