	Valence	Arousal	Dominance	Average
1	0.9578	0.629	0.8434	0.8101
2	0.9547	0.6845	0.8681	0.8358
3	0.9739	0.6756	0.8811	0.8435
4	0.965	0.8035	0.8504	0.873
5	0.9604	0.6995	0.8382	0.8327
6	0.9572	0.6628	0.8281	0.816
7	0.9695	0.7313	0.8571	0.8527
8	0.9576	0.7238	0.8205	0.834
9	0.9553	0.7215	0.8504	0.8424
10	0.9607	0.7952	0.8819	0.8793
SD	0.0064	0.0552	0.0207	0.0274
Average	0.9612	0.7127	0.8519	0.8419
