	Valence	Arousal	Dominance	Average
1	0.8118	0.5947	0.7997	0.7354
2	0.7973	0.5309	0.8319	0.72
3	0.8326	0.4949	0.826	0.7178
4	0.8356	0.6892	0.8063	0.777
5	0.8529	0.6737	0.7999	0.7755
6	0.8471	0.4934	0.7909	0.7105
7	0.822	0.5705	0.8388	0.7438
8	0.8227	0.6271	0.7806	0.7435
9	0.8175	0.5882	0.8114	0.739
10	0.8179	0.7126	0.8332	0.7879
SD	0.0166	0.0781	0.0198	0.0382
Average	0.8257	0.5975	0.8119	0.745
