	Valence	Arousal	Dominance	Average
1	-0.0055	-0.0724	-0.0065	-0.0281
2	-0.0033	-0.0036	-0.0132	-0.0066
3	-0.0039	-0.0149	-0.0098	-0.0096
4	-0.0069	-0.0117	-0.01	-0.0095
5	-0.0076	-0.0454	-0.0096	-0.0208
6	-0.0046	-0.023	0.0073	-0.0068
7	-0.0042	0.0031	-0.013	-0.0046
8	-0.0039	-0.0201	-0.0184	-0.0141
9	-0.0081	-0.0271	-0.0133	-0.0162
10	-0.0034	-0.0161	-0.003	-0.0075
SD	0.0001	0.0076	-0.0013	0.0021
Average	-0.0051	-0.0231	-0.009	-0.0124
