	Valence	Arousal	Dominance	Average
1	-0.0002	-0.1588	-0.0409	-0.0666
2	-0.0013	-0.1004	-0.0391	-0.0469
3	-0.0034	-0.1125	-0.0444	-0.0535
4	-0.0014	-0.1092	-0.0373	-0.0493
5	-0.0034	-0.1998	-0.0647	-0.0892
6	-0.0036	-0.0571	-0.0659	-0.0422
7	-0.0038	-0.1416	-0.0459	-0.0637
8	-0.0035	-0.0791	-0.0163	-0.033
9	0.0013	-0.0811	-0.0311	-0.037
10	-0.0022	-0.1623	-0.0749	-0.0799
SD	-0.0004	0.0081	0.0058	0.0045
Average	-0.0021	-0.1202	-0.0461	-0.0561
