	Valence	Arousal	Dominance	Average
1	-0.012	-0.0037	-0.0001	-0.0053
2	-0.0039	0.0016	-0.0009	-0.001
3	-0.003	0.0022	0.0007	-0.0001
4	-0.0005	0.0069	0.0011	0.0025
5	-0.011	-0.0024	-0.0012	-0.0048
6	-0.0106	-0.004	-0.0012	-0.0053
7	-0.0038	-0.0004	-0.0008	-0.0017
8	-0.0045	0.0002	-0.0002	-0.0015
9	-0.005	-0.0008	-0.0009	-0.0022
10	-0.0071	-0.0006	-0.001	-0.0029
SD	0.0023	0.0015	0.0002	0.0014
Average	-0.0061	-0.0001	-0.0005	-0.0022
