	Valence	Arousal	Dominance	Average
1	-0.0103	-0.0244	-0.0127	-0.0158
2	-0.002	-0.0069	-0.0061	-0.005
3	-0.0068	0.0168	-0.012	-0.0006
4	-0.0082	-0.0035	-0.0205	-0.0107
5	-0.0162	-0.0157	-0.034	-0.0219
6	-0.0091	-0.0221	-0.037	-0.0227
7	-0.0014	-0.0146	-0.033	-0.0164
8	-0.0075	-0.0023	-0.0232	-0.011
9	-0.0125	-0.0026	-0.0465	-0.0205
10	-0.0063	-0.0323	-0.0156	-0.0181
SD	-0.0007	0.0068	-0.002	0.0014
Average	-0.008	-0.0107	-0.0241	-0.0143
