	Valence	Arousal	Dominance	Average
1	0.9621	0.649	0.7966	0.8026
2	0.9534	0.6107	0.7301	0.7647
3	0.9786	0.7164	0.855	0.85
4	0.9701	0.704	0.8416	0.8386
5	0.9679	0.6903	0.8466	0.8349
6	0.9757	0.6591	0.8376	0.8241
7	0.9544	0.6415	0.8049	0.8003
8	0.9672	0.7806	0.8459	0.8646
9	0.9701	0.6736	0.8171	0.8203
10	0.9651	0.6983	0.8718	0.845
SD	0.0082	0.0473	0.0404	0.032
Average	0.9665	0.6823	0.8247	0.8245
