	Valence	Arousal	Dominance	Average
1	0.9634	0.7189	0.813	0.8318
2	0.9547	0.6529	0.7429	0.7835
3	0.978	0.7382	0.8486	0.8549
4	0.9692	0.7677	0.851	0.8626
5	0.967	0.716	0.8419	0.8416
6	0.9754	0.6746	0.85	0.8333
7	0.9569	0.6859	0.8129	0.8186
8	0.9676	0.7866	0.8548	0.8697
9	0.9667	0.7227	0.8288	0.8394
10	0.9639	0.7227	0.8619	0.8495
SD	0.0072	0.0405	0.0352	0.0276
Average	0.9663	0.7186	0.8306	0.8385
