	Valence	Arousal	Dominance	Average
1	0.954	0.7103	0.8931	0.8525
2	0.9625	0.7453	0.8221	0.8433
3	0.9606	0.6097	0.8558	0.8087
4	0.9623	0.7134	0.8703	0.8486
5	0.9509	0.6184	0.8307	0.8
6	0.9603	0.6976	0.8637	0.8406
7	0.9505	0.6233	0.8954	0.8231
8	0.9587	0.7426	0.819	0.8401
9	0.9522	0.6453	0.8516	0.8164
10	0.9547	0.5772	0.8428	0.7915
SD	0.0047	0.0605	0.0269	0.0307
Average	0.9567	0.6683	0.8545	0.8265

