	Valence	Arousal	Dominance	Average
1	0.9366	0.6902	0.8827	0.8365
2	0.9484	0.7445	0.8098	0.8343
3	0.941	0.593	0.8448	0.7929
4	0.949	0.7082	0.8568	0.838
5	0.9492	0.6105	0.8318	0.7972
6	0.9536	0.696	0.8579	0.8358
7	0.9454	0.6226	0.8891	0.8191
8	0.9508	0.7313	0.8179	0.8333
9	0.9518	0.653	0.8451	0.8166
10	0.9483	0.5782	0.8369	0.7878
SD	0.0051	0.0594	0.0255	0.03
Average	0.9474	0.6627	0.8473	0.8191

