	Valence	Arousal	Dominance	Average
1	0.9552	0.6524	0.8867	0.8314
2	0.9628	0.6348	0.82	0.8059
3	0.961	0.5649	0.844	0.7899
4	0.9616	0.5721	0.8457	0.7931
5	0.9503	0.4823	0.8063	0.7463
6	0.96	0.5992	0.8631	0.8074
7	0.9496	0.4649	0.8654	0.76
8	0.9578	0.6469	0.8107	0.8051
9	0.9534	0.4069	0.8426	0.7343
10	0.9545	0.4229	0.8337	0.737
SD	0.0047	0.0933	0.0254	0.0412
Average	0.9566	0.5447	0.8418	0.7811

