	Valence	Arousal	Dominance	Average
1	0.8961	0.4814	0.8372	0.7382
2	0.8548	0.5486	0.7455	0.7163
3	0.8549	0.4419	0.7835	0.6934
4	0.8673	0.6104	0.8124	0.7634
5	0.8663	0.4061	0.7932	0.6885
6	0.891	0.5754	0.8231	0.7632
7	0.8635	0.5141	0.8469	0.7415
8	0.8766	0.5516	0.8026	0.7436
9	0.8635	0.6019	0.8198	0.7617
10	0.8861	0.3733	0.798	0.6858
SD	0.0147	0.0823	0.029	0.042
Average	0.872	0.5105	0.8062	0.7296

