	Valence	Arousal	Dominance	Average
1	0.0012	-0.0579	-0.0064	-0.0211
2	0.0003	-0.1105	-0.0021	-0.0374
3	0.0004	-0.0448	-0.0118	-0.0188
4	-0.0007	-0.1413	-0.0246	-0.0555
5	-0.0006	-0.1361	-0.0244	-0.0537
6	-0.0003	-0.0984	-0.0006	-0.0332
7	-0.0009	-0.1584	-0.03	-0.0631
8	-0.0009	-0.0957	-0.0083	-0.035
9	0.0012	-0.2384	-0.009	-0.0821
10	-0.0002	-0.1543	-0.0091	-0.0545
SD	0.0	0.0328	-0.0015	0.0105
Average	-0.0001	-0.1236	-0.0127	-0.0454

