	Valence	Arousal	Dominance	Average
1	0.9491	0.6552	0.892	0.8321
2	0.9605	0.6899	0.8201	0.8235
3	0.9619	0.55	0.8551	0.789
4	0.9617	0.6591	0.8676	0.8294
5	0.9469	0.5785	0.8313	0.7856
6	0.9573	0.6309	0.8673	0.8185
7	0.9485	0.5945	0.8952	0.8128
8	0.9561	0.7156	0.8212	0.831
9	0.9484	0.6496	0.8505	0.8161
10	0.9534	0.5119	0.8405	0.7686
SD	0.0059	0.0638	0.0267	0.0321
Average	0.9544	0.6235	0.8541	0.8107

