	Valence	Arousal	Dominance	Average
1	0.9505	0.7082	0.8835	0.8474
2	0.9609	0.7136	0.8161	0.8302
3	0.9546	0.5812	0.8531	0.7963
4	0.9591	0.6812	0.8656	0.8353
5	0.9486	0.5723	0.8291	0.7833
6	0.9556	0.657	0.8602	0.8243
7	0.9481	0.6017	0.9042	0.818
8	0.9585	0.742	0.8055	0.8353
9	0.944	0.6071	0.8322	0.7944
10	0.9489	0.537	0.8279	0.7712
SD	0.0056	0.0697	0.0311	0.0355
Average	0.9529	0.6401	0.8477	0.8136

