	Valence	Arousal	Dominance	Average
1	0.8281	0.5881	0.69	0.702
2	0.7495	0.352	0.5246	0.542
3	0.8226	0.5691	0.6601	0.6839
4	0.8081	0.6591	0.6804	0.7159
5	0.8171	0.6864	0.6165	0.7066
6	0.8343	0.6661	0.6799	0.7268
7	0.8622	0.6275	0.5896	0.6931
8	0.8117	0.6191	0.6788	0.7032
9	0.8372	0.7186	0.678	0.7446
10	0.7851	0.4688	0.6465	0.6335
SD	0.0309	0.1106	0.0531	0.0648
Average	0.8156	0.5955	0.6444	0.6852

