	Valence	Arousal	Dominance	Average
1	0.9559	0.7185	0.8007	0.825
2	0.9516	0.7799	0.8339	0.8551
3	0.9737	0.6701	0.8526	0.8321
4	0.9795	0.772	0.8771	0.8762
5	0.9702	0.6965	0.8049	0.8239
6	0.972	0.6832	0.8115	0.8222
7	0.9642	0.711	0.8125	0.8292
8	0.9582	0.72	0.8279	0.8354
9	0.9687	0.7055	0.8646	0.8463
10	0.9593	0.748	0.8458	0.851
SD	0.0089	0.0362	0.0263	0.0238
Average	0.9653	0.7205	0.8331	0.8397

