	Valence	Arousal	Dominance	Average
1	0.9395	0.7098	0.7343	0.7945
2	0.9444	0.6657	0.7259	0.7787
3	0.9305	0.718	0.7334	0.794
4	0.9275	0.7818	0.7333	0.8142
5	0.925	0.7308	0.6476	0.7678
6	0.9062	0.7151	0.7114	0.7776
7	0.9507	0.672	0.725	0.7826
8	0.9592	0.8018	0.7035	0.8215
9	0.9429	0.8395	0.7424	0.8416
10	0.952	0.8106	0.7401	0.8342
SD	0.0157	0.0601	0.0281	0.0346
Average	0.9378	0.7445	0.7197	0.8007
