	Valence	Arousal	Dominance	Average
1	0.9633	0.7526	0.719	0.8116
2	0.9474	0.6557	0.6257	0.743
3	0.9397	0.7297	0.6855	0.785
4	0.9196	0.7879	0.6486	0.7854
5	0.9254	0.7579	0.6011	0.7614
6	0.8957	0.7023	0.621	0.7397
7	0.9485	0.6997	0.6464	0.7648
8	0.9599	0.7899	0.7288	0.8262
9	0.9428	0.8435	0.7141	0.8335
10	0.9534	0.8	0.6708	0.8081
SD	0.0207	0.0562	0.0447	0.0405
Average	0.9396	0.7519	0.6661	0.7859
