	Valence	Arousal	Dominance	Average
1	0.8612	0.7013	0.7102	0.7576
2	0.8621	0.6669	0.6555	0.7282
3	0.8537	0.6636	0.7265	0.7479
4	0.8429	0.6791	0.6566	0.7262
5	0.8543	0.6906	0.6136	0.7195
6	0.8145	0.659	0.6994	0.7243
7	0.8301	0.5929	0.5651	0.6627
8	0.8907	0.7972	0.6325	0.7735
9	0.899	0.8101	0.7336	0.8142
10	0.8764	0.7102	0.6841	0.7569
SD	0.0259	0.0647	0.0536	0.0481
Average	0.8585	0.6971	0.6677	0.7411
