	Valence	Arousal	Dominance	Average
1	0.9625	0.7393	0.7586	0.8201
2	0.9553	0.6745	0.7514	0.7937
3	0.9391	0.7407	0.7706	0.8168
4	0.9243	0.7753	0.7222	0.8073
5	0.927	0.769	0.6729	0.7896
6	0.9099	0.7022	0.7633	0.7918
7	0.954	0.704	0.7277	0.7953
8	0.9618	0.799	0.7281	0.8296
9	0.9528	0.8539	0.7797	0.8621
10	0.9554	0.8158	0.7331	0.8348
SD	0.0181	0.0561	0.0311	0.0351
Average	0.9442	0.7574	0.7408	0.8141
