	Valence	Arousal	Dominance	Average
1	-0.0025	-0.0496	-0.0161	-0.0227
2	-0.0043	-0.1017	-0.0854	-0.0638
3	-0.0006	-0.032	-0.04	-0.0242
4	0.0001	-0.0143	-0.0302	-0.0149
5	0.0029	-0.0605	-0.0092	-0.0223
6	0.0044	-0.0441	-0.017	-0.0189
7	0.0033	-0.0296	0.0087	-0.0059
8	-0.0003	-0.0344	-0.0157	-0.0168
9	0.0006	-0.0491	-0.0311	-0.0265
10	-0.0003	-0.0435	-0.0246	-0.0229
SD	-0.0015	0.0119	0.0008	0.0038
Average	0.0003	-0.0459	-0.0261	-0.0239
