	Valence	Arousal	Dominance	Avg_VAD	Joy	Anger	Sadness	Fear	Disgust	Avg_BE5
English	0.9631462332259284	0.714059965607719	0.7942667897702033	0.8238243295346169	0.9476703198152596	0.8303773434153745	0.8532831520313052	0.8352699439541332	0.7798644802810458	0.8492930478994237
Spanish	0.9662386231852711	0.7367893690482481	0.8113913568133934	0.8381397830156375	0.9483406318465574	0.7905345294537075	0.805776231868169	0.8263900639237658	0.6938677572983122	0.8129818428781024
Polish	0.9387135290893119	0.6453857595343477	0.6292016923403926	0.7377669936546841	0.926324288873326	0.7814013460829375	0.7796000245228406	0.7004571769617622	0.7689897554426529	0.7913545183767038
German	0.9492852343060836	0.635492233700496	0.6319235850045819	0.7389003510037204	0.9167304178923054	0.7992942496410664	0.6923085559053833	0.8443145903397798	0.5508623265110734	0.7607020280579216

