	Valence	Arousal	Dominance	Average
1	0.9503	0.7735	0.7249	0.8162
2	0.9474	0.7632	0.7398	0.8168
3	0.9403	0.6998	0.677	0.7724
4	0.9385	0.6965	0.7214	0.7854
5	0.931	0.8023	0.7375	0.8236
6	0.9367	0.6887	0.7016	0.7757
7	0.9601	0.7463	0.7427	0.8164
8	0.9594	0.7924	0.7758	0.8425
9	0.9302	0.7561	0.7131	0.7998
10	0.9057	0.7778	0.6496	0.7777
SD	0.016	0.0411	0.0358	0.031
Average	0.94	0.7497	0.7183	0.8027

