	Valence	Arousal	Dominance	Average
1	0.9497	0.8429	0.6481	0.8136
2	0.9331	0.8389	0.6126	0.7949
3	0.9484	0.7757	0.7493	0.8245
4	0.957	0.7258	0.507	0.7299
5	0.9032	0.7371	0.7121	0.7841
6	0.9719	0.8352	0.8091	0.8721
7	0.9348	0.7265	0.4332	0.6982
8	0.9292	0.64	0.4806	0.6833
9	0.9472	0.6419	0.8006	0.7966
10	0.9664	0.8212	0.639	0.8089
SD	0.02	0.0774	0.1326	0.0767
Average	0.9441	0.7585	0.6392	0.7806

