	Valence	Arousal	Dominance	Average
1	-0.1287	-0.0025	-0.018	-0.0498
2	-0.1739	-0.009	-0.0292	-0.0707
3	-0.1011	0.001	-0.026	-0.0421
4	-0.1138	0.0023	-0.0571	-0.0562
5	-0.1381	-0.0068	0.0181	-0.0423
6	-0.0593	-0.0075	-0.0132	-0.0267
7	-0.0832	0.0197	0.0148	-0.0163
8	-0.1598	-0.0006	-0.0399	-0.0668
9	-0.1208	-0.0087	-0.0082	-0.0459
10	-0.1676	0.0127	-0.0015	-0.0521
SD	0.0279	0.0003	0.0072	0.0117
Average	-0.1246	0.0001	-0.0161	-0.0469

