	Valence	Arousal	Dominance	Average
1	-0.0018	-0.015	0.0241	0.0024
2	0.0006	-0.0724	-0.0019	-0.0246
3	-0.0066	-0.0136	-0.0283	-0.0162
4	-0.0005	0.0337	-0.0381	-0.0016
5	-0.0143	-0.0661	0.0156	-0.0215
6	-0.0033	-0.0439	-0.0041	-0.0171
7	0.0006	-0.0052	-0.0313	-0.012
8	-0.0084	-0.0193	0.002	-0.0086
9	0.0049	-0.046	-0.0016	-0.0143
10	-0.0254	-0.0758	0.0	-0.0338
SD	0.0019	-0.0028	0.0084	0.0025
Average	-0.0054	-0.0323	-0.0064	-0.0147

