	Valence	Arousal	Dominance	Average
1	0.9296	0.6402	0.6054	0.7251
2	0.9164	0.6497	0.4775	0.6812
3	0.9468	0.7515	0.7138	0.8041
4	0.944	0.5796	0.4898	0.6711
5	0.887	0.6384	0.6356	0.7203
6	0.9658	0.6948	0.7791	0.8132
7	0.933	0.7217	0.1185	0.5911
8	0.9349	0.478	0.3904	0.6011
9	0.9522	0.6004	0.6936	0.7487
10	0.9617	0.8362	0.5731	0.7903
SD	0.0231	0.0992	0.1919	0.1047
Average	0.9371	0.6591	0.5477	0.7146

