	Valence	Arousal	Dominance	Average
1	0.8539	0.6217	0.7066	0.7274
2	0.8293	0.6378	0.6807	0.7159
3	0.8463	0.6256	0.6878	0.7199
4	0.8504	0.6208	0.6716	0.7143
5	0.843	0.643	0.6945	0.7268
6	0.8485	0.6104	0.6975	0.7188
7	0.8405	0.6136	0.6471	0.7004
8	0.8398	0.645	0.676	0.7203
9	0.8371	0.6188	0.6868	0.7143
10	0.8346	0.6216	0.6783	0.7115
SD	0.0265	0.0646	0.0589	0.05
Average	0.8424	0.6258	0.6827	0.717

