	Valence	Arousal	Dominance	Average
1	0.9585	0.7121	0.7762	0.8156
2	0.9492	0.7062	0.7336	0.7963
3	0.9586	0.6989	0.7705	0.8093
4	0.9574	0.6995	0.7478	0.8016
5	0.949	0.6804	0.7437	0.7911
6	0.9589	0.6877	0.7627	0.8031
7	0.9553	0.6869	0.7159	0.786
8	0.9528	0.6834	0.7321	0.7894
9	0.9568	0.6829	0.7697	0.8031
10	0.9582	0.7118	0.7512	0.807
SD	0.0123	0.0482	0.0509	0.0371
Average	0.9555	0.695	0.7503	0.8003

