	Valence	Arousal	Dominance	Average
1	-0.0063	-0.0046	-0.0003	-0.0037
2	-0.0046	0.0006	-0.0064	-0.0034
3	-0.0075	-0.0038	-0.0029	-0.0048
4	-0.0038	-0.0032	-0.0076	-0.0049
5	-0.0055	-0.0067	-0.0001	-0.0041
6	-0.0054	-0.0034	-0.0003	-0.003
7	-0.0074	-0.0046	-0.0067	-0.0062
8	-0.0061	-0.0033	-0.0058	-0.0051
9	-0.005	-0.0052	-0.0036	-0.0046
10	-0.0047	-0.0006	-0.0041	-0.0031
SD	0.0013	0.0016	0.0002	0.0011
Average	-0.0056	-0.0035	-0.0038	-0.0043

