	Valence	Arousal	Dominance	Average
1	0.9794	0.7893	0.6054	0.7914
2	0.9842	0.7965	0.5773	0.786
3	0.9726	0.8027	0.6517	0.809
4	0.9775	0.7162	0.742	0.8119
5	0.98	0.7767	0.6679	0.8082
6	0.9824	0.8385	0.6735	0.8315
7	0.9813	0.734	0.6092	0.7748
8	0.9852	0.7564	0.6826	0.8081
9	0.9789	0.8396	0.6685	0.829
10	0.9816	0.785	0.7696	0.8454
SD	0.0036	0.0401	0.0594	0.0344
Average	0.9803	0.7835	0.6648	0.8095
