	Valence	Arousal	Dominance	Average
1	0.9839	0.7714	0.5824	0.7793
2	0.9813	0.7607	0.5664	0.7695
3	0.9713	0.7678	0.6387	0.7926
4	0.9785	0.7	0.7228	0.8004
5	0.9845	0.7875	0.7054	0.8258
6	0.9834	0.8452	0.6367	0.8217
7	0.9839	0.7341	0.6051	0.7743
8	0.9884	0.7675	0.728	0.828
9	0.9836	0.789	0.676	0.8162
10	0.9831	0.7861	0.7435	0.8375
SD	0.0046	0.0378	0.0638	0.0354
Average	0.9822	0.7709	0.6605	0.8045
