	Valence	Arousal	Dominance	Average
1	-0.0005	-0.0879	-0.0345	-0.041
2	0.0001	-0.0514	0.0336	-0.0059
3	0.0015	-0.1389	-0.0149	-0.0508
4	-0.0053	-0.0928	-0.0957	-0.0646
5	0.0015	-0.0968	-0.0882	-0.0611
6	-0.0009	-0.0817	-0.0545	-0.0456
7	0.0003	-0.0588	-0.0114	-0.0233
8	-0.0009	-0.0756	-0.0536	-0.0433
9	0.0002	-0.0167	-0.0334	-0.0166
10	-0.0004	-0.1288	-0.0985	-0.0759
SD	0.0005	0.0206	-0.0278	-0.0022
Average	-0.0004	-0.0829	-0.0451	-0.0428
