	Valence	Arousal	Dominance	Average
1	0.9819	0.7918	0.6732	0.8156
2	0.9804	0.8108	0.6145	0.8019
3	0.9723	0.8002	0.6782	0.8169
4	0.9754	0.7537	0.7534	0.8275
5	0.9817	0.8066	0.685	0.8244
6	0.9787	0.8451	0.681	0.8349
7	0.9826	0.7751	0.6398	0.7991
8	0.9845	0.784	0.7045	0.8243
9	0.9752	0.8289	0.6578	0.8206
10	0.983	0.8125	0.8019	0.8658
SD	0.004	0.0264	0.0543	0.0282
Average	0.9796	0.8009	0.6889	0.8231
