	Valence	Arousal	Dominance	Average
1	0.9817	0.8068	0.6559	0.8148
2	0.986	0.8046	0.5958	0.7955
3	0.9758	0.8093	0.682	0.8224
4	0.9806	0.7502	0.7349	0.8219
5	0.9827	0.8069	0.6963	0.8286
6	0.9849	0.8566	0.6879	0.8431
7	0.9855	0.7846	0.6509	0.807
8	0.9866	0.7731	0.7196	0.8264
9	0.9851	0.8347	0.6652	0.8283
10	0.9836	0.8035	0.806	0.8644
SD	0.0033	0.0297	0.0564	0.0298
Average	0.9832	0.803	0.6895	0.8252
