	Valence	Arousal	Dominance	Average
1	0.9654	0.6969	0.8147	0.8257
2	0.9724	0.8047	0.8832	0.8868
3	0.9604	0.7113	0.8482	0.84
4	0.9651	0.721	0.8638	0.8499
5	0.9578	0.7459	0.8755	0.8597
6	0.9659	0.7393	0.8408	0.8486
7	0.9632	0.7543	0.8182	0.8452
8	0.9647	0.7142	0.8662	0.8484
9	0.9779	0.7611	0.9023	0.8804
10	0.9535	0.7588	0.8733	0.8619
SD	0.0069	0.0315	0.0281	0.0222
Average	0.9646	0.7408	0.8586	0.8547
