	Valence	Arousal	Dominance	Average
1	-0.0053	0.0121	-0.0191	-0.0041
2	-0.0009	-0.0252	-0.0089	-0.0117
3	-0.007	-0.0428	-0.0215	-0.0238
4	-0.0064	-0.0052	-0.0016	-0.0044
5	-0.0064	-0.013	0.0059	-0.0045
6	-0.0043	-0.0015	-0.0271	-0.011
7	-0.0003	-0.0302	-0.0091	-0.0132
8	0.0011	-0.0461	-0.0072	-0.0174
9	-0.0055	-0.0341	-0.0127	-0.0175
10	0.0011	-0.0057	0.0001	-0.0015
SD	-0.0005	-0.0001	0.0066	0.002
Average	-0.0034	-0.0191	-0.0101	-0.0109
