	Valence	Arousal	Dominance	Average
1	0.9651	0.6851	0.7923	0.8142
2	0.972	0.7749	0.87	0.8723
3	0.9566	0.6702	0.8233	0.8167
4	0.9688	0.7187	0.8573	0.8483
5	0.9696	0.7307	0.8906	0.8637
6	0.9643	0.7362	0.8081	0.8362
7	0.9576	0.7166	0.8087	0.8276
8	0.9704	0.6681	0.8549	0.8311
9	0.9752	0.7421	0.8901	0.8691
10	0.9694	0.7542	0.8854	0.8697
SD	0.006	0.0357	0.0372	0.0263
Average	0.9669	0.7197	0.8481	0.8449
