	Valence	Arousal	Dominance	Average
1	-0.0029	-0.041	-0.0182	-0.0207
2	-0.0036	-0.0986	-0.0538	-0.052
3	0.0024	-0.1226	-0.026	-0.0488
4	-0.0037	-0.0884	-0.0451	-0.0458
5	-0.0005	-0.0637	-0.0451	-0.0365
6	0.0025	-0.0773	-0.0373	-0.0374
7	-0.0036	-0.0639	-0.0391	-0.0355
8	0.0017	-0.0195	-0.0355	-0.0177
9	0.0002	-0.1517	-0.0228	-0.0582
10	0.0018	-0.1277	-0.0497	-0.0586
SD	0.0003	0.0002	-0.0022	-0.0006
Average	-0.0006	-0.0854	-0.0373	-0.0411
