	Valence	Arousal	Dominance	Average
1	0.9704	0.673	0.8114	0.8183
2	0.9729	0.8001	0.8789	0.884
3	0.9636	0.713	0.8448	0.8405
4	0.9752	0.7239	0.8589	0.8527
5	0.976	0.7437	0.8847	0.8682
6	0.9686	0.7377	0.8352	0.8472
7	0.9579	0.7468	0.8178	0.8408
8	0.9693	0.7142	0.8621	0.8485
9	0.9807	0.7762	0.9028	0.8866
10	0.9683	0.7599	0.8853	0.8712
SD	0.0065	0.0358	0.0306	0.0243
Average	0.9703	0.7388	0.8582	0.8558
